Investigation.Type,Event.Date,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Fatality
Accident,2016-09-09,Non-Fatal,Substantial,Airplane,VAN HOOMISSEN GERALD J,MURPHY ELITE,1.0,Reciprocating,Personal,0,2.0,0.0,0.0,VMC,0
Accident,2016-09-09,Non-Fatal,Substantial,Airplane,PIPER,PA-28-161,1.0,Reciprocating,Nill,0,0.0,0.0,2.0,VMC,0
Accident,2016-09-10,Non-Fatal,Substantial,Airplane,BEECH,200,2.0,Turbo Prop,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-09-10,Non-Fatal,Substantial,Airplane,LUSCOMBE,8,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-09-10,Non-Fatal,Substantial,Airplane,MCCLUSKEY,CHALLENGER II,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-09-10,Non-Fatal,Substantial,Airplane,CESSNA,170,1.0,Reciprocating,Instructional,0,0.0,0.0,3.0,VMC,0
Accident,2016-09-11,Non-Fatal,Substantial,Airplane,PIPER,PA 18,1.0,Reciprocating,Personal,0,0.0,2.0,0.0,VMC,0
Accident,2016-09-11,Total.Fatal.Injuries,Destroyed,Airplane,HEFTY,Polar Cub,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Accident,2016-09-11,Total.Fatal.Injuries,Nill,Airplane,CESSNA,172RG,1.0,Reciprocating,Nill,1,0.0,0.0,0.0,Nill,1
Accident,2016-09-11,Non-Fatal,Substantial,Airplane,MOONEY,M20D,1.0,Reciprocating,Personal,0,1.0,0.0,0.0,VMC,0
Accident,2016-09-11,Non-Fatal,Substantial,Airplane,DIETERICH ROBERT A,AIR CAM,2.0,Unknown,Personal,0,0.0,0.0,1.0,VMC,0
Incident,2016-09-11,Non-Fatal,Nill,Airplane,AIRBUS,A330,,Nill,Nill,0,0.0,0.0,0.0,Nill,0
Accident,2016-09-12,Total.Fatal.Injuries,Destroyed,Airplane,PIPER,PA 28R-201T,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Accident,2016-09-12,Non-Fatal,Substantial,Airplane,CESSNA,172,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-09-12,Non-Fatal,Substantial,Airplane,CESSNA,182,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,2016-09-12,Non-Fatal,Substantial,Airplane,CESSNA,152,,Nill,Nill,0,0.0,0.0,0.0,Nill,0
Accident,2016-09-13,Non-Fatal,Substantial,Airplane,PIPER,PA-28R-201,1.0,Reciprocating,Instructional,0,0.0,0.0,2.0,VMC,0
Accident,2016-09-13,Non-Fatal,Substantial,Airplane,BOEING,737,,Nill,Nill,0,0.0,0.0,3.0,Nill,0
Accident,2016-09-13,Non-Fatal,Substantial,Airplane,CESSNA,P210N,1.0,Turbo Prop,Personal,0,0.0,0.0,1.0,Nill,0
Accident,2016-09-14,Total.Fatal.Injuries,Substantial,Airplane,PIPER,PA 11,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Accident,2016-09-14,Non-Fatal,Substantial,Airplane,STINSON,V77,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-09-15,Non-Fatal,Substantial,Airplane,PIPER,PA 28,1.0,Reciprocating,Instructional,0,0.0,0.0,2.0,VMC,0
Accident,2016-09-15,Total.Fatal.Injuries,Substantial,Airplane,PIPER,PA28,1.0,Reciprocating,Instructional,1,0.0,0.0,2.0,VMC,1
Accident,2016-09-15,Non-Fatal,Substantial,Airplane,PIPER,PA 28-180,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,2016-09-15,Total.Fatal.Injuries,Destroyed,Airplane,LITTLE EAGLE,LE500,,Nill,Nill,1,0.0,0.0,0.0,Nill,1
Incident,2016-09-15,Non-Fatal,Minor,Airplane,CESSNA,152,,Nill,Nill,0,0.0,0.0,0.0,Nill,0
Accident,2016-09-16,Total.Fatal.Injuries,Destroyed,Airplane,CESSNA,A188,1.0,Reciprocating,Aerial Application,1,0.0,0.0,0.0,VMC,1
Accident,2016-09-16,Non-Fatal,Substantial,Airplane,CESSNA,P210,1.0,Reciprocating,Instructional,0,0.0,0.0,2.0,VMC,0
Accident,2016-09-16,Non-Fatal,Substantial,Airplane,BEECH,B23,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,2016-09-16,Non-Fatal,Substantial,Airplane,HELIO,H 295,1.0,Reciprocating,Nill,0,0.0,0.0,2.0,VMC,0
Accident,2016-09-16,Non-Fatal,Substantial,Airplane,JEFFERY D TUTTLE,BDK Carbon Concepts,1.0,Reciprocating,Personal,0,0.0,1.0,0.0,VMC,0
Accident,2016-09-16,Non-Fatal,Substantial,Airplane,AIRTIME AIRCRAFT INC,CYGNET,1.0,Reciprocating,Instructional,0,0.0,0.0,2.0,VMC,0
Accident,2016-09-16,Non-Fatal,Substantial,Airplane,GREAT LAKES,2T1A,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-09-16,Non-Fatal,Substantial,Airplane,BEECH,G35,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-09-16,Non-Fatal,Substantial,Airplane,CESSNA,172,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-09-16,Non-Fatal,Substantial,Airplane,BOEING,727,,Nill,Nill,0,0.0,0.0,0.0,Nill,0
Accident,2016-09-17,Non-Fatal,Substantial,Airplane,DEHAVILLAND,DH115 VAMPIRE,1.0,Turbo Fan,Air Race show,0,0.0,0.0,1.0,VMC,0
Accident,2016-09-17,Total.Fatal.Injuries,Substantial,Airplane,BEECH,95 B55 (T42A),,Nill,Personal,1,0.0,0.0,0.0,VMC,1
Accident,2016-09-17,Non-Fatal,Substantial,Airplane,OGG RICHARD A,OGG GLASAIR I,1.0,Reciprocating,Air Race show,0,0.0,0.0,1.0,VMC,0
Accident,2016-09-17,Non-Fatal,Substantial,Airplane,AEROTEK,PITTS SPECIAL,1.0,Reciprocating,Air Race show,0,0.0,0.0,1.0,VMC,0
Accident,2016-09-17,Non-Fatal,Substantial,Airplane,GRUMMAN,G44,2.0,Reciprocating,Personal,0,2.0,0.0,0.0,VMC,0
Accident,2016-09-18,Non-Fatal,Destroyed,Airplane,CESSNA,182P,1.0,Reciprocating,Skydiving,0,0.0,1.0,4.0,VMC,0
Accident,2016-09-18,Non-Fatal,Substantial,Airplane,PIPER,PA 18,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-09-18,Non-Fatal,Substantial,Airplane,HOOVER DAVID,ARNOLD AR 6,,Reciprocating,Air Race show,0,1.0,0.0,1.0,VMC,0
Accident,2016-09-18,Total.Fatal.Injuries,Destroyed,Airplane,PIPER,PA28,1.0,Reciprocating,Nill,1,0.0,0.0,0.0,Nill,1
Accident,2016-09-18,Non-Fatal,Substantial,Airplane,GRUMMAN,G164,1.0,Reciprocating,Aerial Application,0,1.0,0.0,0.0,VMC,0
Accident,2016-09-18,Non-Fatal,Substantial,Airplane,CESSNA,172,1.0,Reciprocating,Personal,0,0.0,0.0,3.0,VMC,0
Accident,2016-09-18,Non-Fatal,Substantial,Airplane,JURCAN,Seawind 3000,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-09-18,Non-Fatal,Substantial,Airplane,Tatelman-Pitts,Special,1.0,Reciprocating,Air Race show,0,0.0,0.0,2.0,VMC,0
Accident,2016-09-18,Non-Fatal,Substantial,Airplane,CESSNA,120,1.0,Reciprocating,Personal,0,1.0,1.0,0.0,VMC,0
Accident,2016-09-19,Total.Fatal.Injuries,Destroyed,Airplane,CESSNA,182,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Accident,2016-09-19,Non-Fatal,Destroyed,Airplane,PIPER,PA 32R-300,1.0,Reciprocating,Personal,0,0.0,0.0,3.0,VMC,0
Accident,2016-09-19,Non-Fatal,Substantial,Airplane,PIPER,PA 11,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,2016-09-19,Non-Fatal,Destroyed,Airplane,CESSNA,172S,1.0,Reciprocating,Personal,0,0.0,1.0,0.0,VMC,0
Incident,2016-09-19,Non-Fatal,Minor,Airplane,AIRBUS,A320,2.0,Turbo Fan,Nill,0,0.0,0.0,0.0,Unk,0
Accident,2016-09-19,Total.Fatal.Injuries,Destroyed,Airplane,EMBRAER,EMB810,,Reciprocating,Nill,1,0.0,0.0,0.0,Unk,1
Accident,2016-09-20,Total.Fatal.Injuries,Substantial,Airplane,PIPER,PA 28-235,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Incident,2016-09-20,Non-Fatal,Minor,Airplane,SWEARINGEN,SA227,2.0,Turbo Prop,Nill,0,0.0,0.0,2.0,VMC,0
Accident,2016-09-21,Non-Fatal,Substantial,Airplane,PIPER,PA28R,1.0,Reciprocating,Instructional,0,0.0,0.0,2.0,VMC,0
Accident,2016-09-21,Non-Fatal,Substantial,Airplane,BEECH,B100,2.0,Turbo Prop,Business,0,0.0,0.0,1.0,VMC,0
Accident,2016-09-21,Non-Fatal,Substantial,Airplane,PIPER,PA 28-140,1.0,Reciprocating,Personal,0,1.0,0.0,1.0,VMC,0
Incident,2016-09-21,Non-Fatal,Nill,Airplane,AIRBUS,A319,2.0,Turbo Fan,Nill,0,0.0,0.0,0.0,Nill,0
Accident,2016-09-21,Non-Fatal,Substantial,Airplane,AIR TRACTOR,AT602,1.0,Turbo Prop,Nill,0,0.0,0.0,1.0,Nill,0
Accident,2016-09-22,Non-Fatal,Substantial,Airplane,CESSNA,185,1.0,Reciprocating,Personal,0,1.0,0.0,1.0,VMC,0
Accident,2016-09-22,Non-Fatal,Substantial,Airplane,PIPER,PA 30,2.0,Reciprocating,Personal,0,0.0,2.0,1.0,VMC,0
Accident,2016-09-22,Non-Fatal,Substantial,Airplane,SCOTTISH AVIATION,SERIES 100 MDL 101,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,2016-09-22,Non-Fatal,Substantial,Airplane,LEARJET,25,2.0,Turbo Jet,Business,0,0.0,0.0,3.0,IMC,0
Accident,2016-09-22,Non-Fatal,Substantial,Airplane,NEW PIPER AIRCRAFT INC,PA-28R,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-09-22,Non-Fatal,Substantial,Airplane,PAHNKE VERNON A,VANS RV 9A,1.0,Reciprocating,Personal,0,1.0,0.0,1.0,VMC,0
Accident,2016-09-22,Non-Fatal,Substantial,Airplane,BELLANCA,7GCBC,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-09-22,Total.Fatal.Injuries,Destroyed,Airplane,BEECH AIRCRAFT,E55,,Nill,Nill,1,0.0,0.0,0.0,Nill,1
Incident,2016-09-22,Non-Fatal,Nill,Airplane,AIRBUS,A320,,Turbo Fan,Nill,0,0.0,0.0,0.0,Nill,0
Accident,2016-09-23,Non-Fatal,Nill,Airplane,BOEING,737,,Nill,Nill,0,0.0,3.0,0.0,Nill,0
Accident,2016-09-23,Non-Fatal,Substantial,Airplane,AERO VODOCHODY,L 39,1.0,Turbo Jet,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-09-23,Non-Fatal,Substantial,Airplane,NORTH AMERICAN,T28,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-09-24,Non-Fatal,Substantial,Airplane,BAE,JETSTREAM4100,,Nill,Nill,0,0.0,0.0,32.0,Nill,0
Accident,2016-09-24,Non-Fatal,Substantial,Airplane,BOMBARDIER INC,DHC 8 202,2.0,Turbo Prop,Nill,0,0.0,0.0,24.0,VMC,0
Accident,2016-09-24,Non-Fatal,Substantial,Airplane,PIPER,PA 22-108,1.0,Reciprocating,Personal,0,1.0,1.0,0.0,VMC,0
Accident,2016-09-24,Total.Fatal.Injuries,Substantial,Airplane,PITTS,S2,,Nill,Nill,1,0.0,0.0,0.0,Nill,1
Accident,2016-09-25,Total.Fatal.Injuries,Destroyed,Airplane,CESSNA,120,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Accident,2016-09-25,Total.Fatal.Injuries,Substantial,Airplane,MOONEY,M20J,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Accident,2016-09-25,Non-Fatal,Substantial,Airplane,PIPER,PA18,1.0,Reciprocating,Personal,0,1.0,0.0,0.0,VMC,0
Accident,2016-09-25,Non-Fatal,Substantial,Airplane,BRM AERO,BRISTELL S,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,2016-09-25,Total.Fatal.Injuries,Substantial,Airplane,CESSNA,206,,Nill,Nill,1,0.0,1.0,0.0,Nill,1
Accident,2016-09-25,Non-Fatal,Substantial,Airplane,CESSNA,172,1.0,Reciprocating,Instructional,0,0.0,1.0,0.0,VMC,0
Accident,2016-09-26,Non-Fatal,Substantial,Airplane,PIPER,PA 18,1.0,Reciprocating,Business,0,0.0,0.0,1.0,IMC,0
Accident,2016-09-26,Non-Fatal,Substantial,Airplane,HELIO,H-295,1.0,Reciprocating,Nill,0,0.0,0.0,1.0,VMC,0
Accident,2016-09-26,Non-Fatal,Substantial,Airplane,HELIO,H-250,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-09-26,Non-Fatal,Substantial,Airplane,CESSNA,205,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Incident,2016-09-26,Non-Fatal,Nill,Airplane,GULFSTREAM,G200,,Nill,Nill,0,0.0,0.0,4.0,Nill,0
Accident,2016-09-27,Total.Fatal.Injuries,Destroyed,Airplane,CESSNA,172,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Incident,2016-09-27,Non-Fatal,Minor,Airplane,BOEING,777,,Nill,Nill,0,0.0,0.0,0.0,Nill,0
Accident,2016-09-27,Non-Fatal,Substantial,Airplane,RYAN,NAVION,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-09-28,Non-Fatal,Substantial,Airplane,BEECH,C24,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Incident,2016-09-29,Non-Fatal,Nill,Airplane,BAE,AVRO146RJ,,Nill,Nill,0,0.0,0.0,0.0,Nill,0
Accident,2016-09-29,Non-Fatal,Substantial,Airplane,CESSNA,182,1.0,Reciprocating,Ferry,0,0.0,0.0,1.0,VMC,0
Accident,2016-09-29,Non-Fatal,Substantial,Airplane,BEECH,1900,,Nill,Nill,0,0.0,0.0,0.0,Nill,0
Accident,2016-09-30,Non-Fatal,Substantial,Airplane,DEHAVILLAND,BEAVER DHC 2 MK.1,1.0,Reciprocating,Nill,0,2.0,2.0,0.0,IMC,0
Accident,2016-09-30,Non-Fatal,Substantial,Airplane,PIPER,PA32RT,1.0,Reciprocating,Personal,0,2.0,0.0,0.0,VMC,0
Accident,2016-09-30,Total.Fatal.Injuries,Substantial,Airplane,CESSNA,208,1.0,Turbo Prop,Nill,1,0.0,6.0,1.0,Unk,1
Accident,2016-09-30,Non-Fatal,Substantial,Airplane,CESSNA,182,1.0,Reciprocating,Personal,0,1.0,0.0,0.0,VMC,0
Accident,2016-09-30,Non-Fatal,Substantial,Airplane,CESSNA,177RG,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Incident,2016-09-30,Non-Fatal,Nill,Airplane,BEECH,1900C,2.0,Turbo Prop,Nill,0,0.0,0.0,0.0,Nill,0
Accident,2016-10-01,Total.Fatal.Injuries,Destroyed,Airplane,CULVER,PQ 14A,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Accident,2016-10-01,Non-Fatal,Substantial,Airplane,DRAKE,KITFOX SPEEDSTER,1.0,Reciprocating,Personal,0,0.0,1.0,0.0,VMC,0
Accident,2016-10-01,Non-Fatal,Destroyed,Airplane,BEECH,C23,1.0,Reciprocating,Personal,0,0.0,2.0,0.0,VMC,0
Accident,2016-10-01,Non-Fatal,Substantial,Airplane,BELLANCA,7GCBC,1.0,Reciprocating,Personal,0,1.0,0.0,1.0,VMC,0
Accident,2016-10-01,Non-Fatal,Substantial,Airplane,AERO SMART SOLUTIONS INC,LANCAIR EVOLUTION,1.0,Turbo Prop,Personal,0,1.0,0.0,1.0,VMC,0
Accident,2016-10-01,Non-Fatal,Substantial,Airplane,BEECH,35,1.0,Reciprocating,Instructional,0,0.0,0.0,2.0,VMC,0
Accident,2016-10-01,Non-Fatal,Substantial,Airplane,PIPER,PA28,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-10-01,Non-Fatal,Substantial,Airplane,CESSNA,172,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,2016-10-02,Total.Fatal.Injuries,Destroyed,Airplane,CESSNA,208B,1.0,Turbo Prop,Nill,1,0.0,0.0,0.0,VMC,1
Accident,2016-10-02,Non-Fatal,Substantial,Airplane,CESSNA,R172K,1.0,Reciprocating,Personal,0,0.0,0.0,4.0,VMC,0
Accident,2016-10-02,Total.Fatal.Injuries,Substantial,Airplane,NORTH AMERICAN,P-51D,1.0,Nill,Nill,1,0.0,1.0,0.0,Nill,1
Accident,2016-10-02,Non-Fatal,Substantial,Airplane,ANDREW HAROLD,STOL CH 701,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-10-02,Non-Fatal,Destroyed,Airplane,VOLAIRCRAFT,10A,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-10-02,Non-Fatal,Substantial,Airplane,PIPER,PA 28-180,1.0,Reciprocating,Personal,0,1.0,0.0,0.0,VMC,0
Accident,2016-10-03,Non-Fatal,Substantial,Airplane,CESSNA ECTOR,305,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,2016-10-03,Non-Fatal,Substantial,Airplane,CESSNA,208,1.0,Nill,Nill,0,0.0,0.0,10.0,Nill,0
Accident,2016-10-03,Non-Fatal,Substantial,Airplane,FOKKER,DR-1,1.0,Reciprocating,Flight Test,0,0.0,0.0,1.0,VMC,0
Accident,2016-10-03,Non-Fatal,Substantial,Airplane,AIRPLANE FACTORY (PTY) LTD,SLING,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,2016-10-04,Non-Fatal,Nill,Airplane,BOEING,737,,Nill,Nill,0,0.0,0.0,0.0,Unk,0
Accident,2016-10-04,Total.Fatal.Injuries,Destroyed,Airplane,BEECH,D95A,2.0,Reciprocating,Instructional,1,0.0,1.0,0.0,VMC,1
Accident,2016-10-04,Non-Fatal,Substantial,Airplane,CESSNA,172K,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-10-04,Non-Fatal,Substantial,Airplane,CESSNA,T182,1.0,Reciprocating,Business,0,0.0,0.0,1.0,VMC,0
Accident,2016-10-04,Non-Fatal,Substantial,Airplane,CHAUDOIN GEORGE S,RV 10,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,2016-10-05,Non-Fatal,Substantial,Airplane,FULLER NEIL H,GLASAIR SH 2,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-10-05,Non-Fatal,Nill,Airplane,BOEING,737-8H4,2.0,Nill,Nill,0,0.0,1.0,178.0,Unk,0
Accident,2016-10-05,Non-Fatal,Substantial,Airplane,NORTH AMERICAN,NAVION,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-10-05,Non-Fatal,Substantial,Airplane,CESSNA,172,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-10-06,Non-Fatal,Substantial,Airplane,JOE SALOMONE,SUPER CUB SQ2,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-10-06,Non-Fatal,Substantial,Airplane,PIPER,PA24,1.0,Reciprocating,Instructional,0,0.0,0.0,2.0,VMC,0
Accident,2016-10-06,Non-Fatal,Substantial,Airplane,James Bruton,FLYING FLEA,1.0,Reciprocating,Personal,0,0.0,1.0,0.0,VMC,0
Accident,2016-10-06,Total.Fatal.Injuries,Substantial,Airplane,STEEN,SKYBOLT,,Nill,Nill,1,0.0,0.0,0.0,Nill,1
Accident,2016-10-06,Non-Fatal,Substantial,Airplane,CESSNA,172,1.0,Reciprocating,Instructional,0,0.0,0.0,3.0,VMC,0
Accident,2016-10-06,Non-Fatal,Substantial,Airplane,STINSON,108,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-10-06,Non-Fatal,Substantial,Airplane,PIPER,PA 17,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,2016-10-06,Non-Fatal,Substantial,Airplane,PIPER,PA18,1.0,Reciprocating,Business,0,0.0,0.0,2.0,VMC,0
Accident,2016-10-07,Non-Fatal,Substantial,Airplane,ALGIMANTAS JONUSAS,RV-10,1.0,Reciprocating,Personal,0,0.0,2.0,0.0,IMC,0
Accident,2016-10-07,Non-Fatal,Substantial,Airplane,CESSNA,A185,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-10-07,Non-Fatal,Substantial,Airplane,ROBINSON STEWART J,BEARHAWK,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-10-07,Non-Fatal,Substantial,Airplane,Milholland,Kelly D,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-10-07,Non-Fatal,Substantial,Airplane,CESSNA,172,,Nill,Nill,0,0.0,0.0,0.0,Nill,0
Accident,2016-10-08,Non-Fatal,Substantial,Airplane,CESSNA,172,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,2016-10-08,Non-Fatal,Substantial,Airplane,CESSNA,150M,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,2016-10-08,Non-Fatal,Substantial,Airplane,CESSNA,172,1.0,Reciprocating,Personal,0,2.0,0.0,0.0,VMC,0
Incident,2016-10-09,Non-Fatal,Minor,Airplane,BOEING,777,,Nill,Nill,0,0.0,0.0,0.0,Nill,0
Accident,2016-10-09,Non-Fatal,Substantial,Airplane,MELBORN JOE B,KOLB SPORT 600,1.0,Reciprocating,Personal,0,2.0,0.0,0.0,VMC,0
Accident,2016-10-09,Non-Fatal,Substantial,Airplane,CESSNA,182,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-10-10,Total.Fatal.Injuries,Destroyed,Airplane,CESSNA,207,1.0,Reciprocating,Nill,1,0.0,0.0,0.0,Unk,1
Accident,2016-10-10,Non-Fatal,Substantial,Airplane,ALLEN ROBERT,RV6,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Incident,2016-10-10,Non-Fatal,Substantial,Airplane,BOEING,737,,Nill,Nill,0,0.0,0.0,108.0,Nill,0
Accident,2016-10-11,Total.Fatal.Injuries,Destroyed,Airplane,PIPER,PA 34-200,2.0,Reciprocating,Instructional,1,0.0,1.0,0.0,VMC,1
Accident,2016-10-11,Non-Fatal,Substantial,Airplane,BELLANCA,8KCAB,1.0,Reciprocating,Personal,0,2.0,0.0,0.0,VMC,0
Accident,2016-10-11,Non-Fatal,Substantial,Airplane,MICKLER LARRY J,RV6 A,1.0,Reciprocating,Personal,0,0.0,1.0,0.0,VMC,0
Accident,2016-10-11,Non-Fatal,Substantial,Airplane,REMOS AIRCRAFT GMBH,REMOS GX,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,2016-10-12,Non-Fatal,Substantial,Airplane,ROCKWELL INTERNATIONAL,112A,1.0,Reciprocating,Personal,0,0.0,2.0,0.0,VMC,0
Accident,2016-10-12,Non-Fatal,Substantial,Airplane,LUSCOMBE,8,1.0,Reciprocating,Personal,0,1.0,0.0,0.0,VMC,0
Accident,2016-10-12,Non-Fatal,Substantial,Airplane,NEWKIRK THOMAS RAY,VANS RV 6,1.0,Reciprocating,Personal,0,2.0,0.0,0.0,VMC,0
Accident,2016-10-13,Non-Fatal,Substantial,Airplane,CESSNA,525,2.0,Turbo Fan,Business,0,0.0,0.0,6.0,IMC,0
Incident,2016-10-13,Non-Fatal,Minor,Airplane,SHORT BROS,SD3 60 SHERPA,2.0,Turbo Prop,Ferry,0,0.0,0.0,2.0,VMC,0
Accident,2016-10-13,Non-Fatal,Destroyed,Airplane,PIPER,PA28,,Nill,Nill,0,0.0,0.0,0.0,Nill,0
Accident,2016-10-14,Non-Fatal,Substantial,Airplane,PIPER,PA 28,1.0,Reciprocating,Personal,0,0.0,1.0,0.0,VMC,0
Accident,2016-10-14,Total.Fatal.Injuries,Substantial,Airplane,CESSNA,208,1.0,Turbo Prop,Skydiving,1,0.0,0.0,10.0,VMC,1
Accident,2016-10-14,Non-Fatal,Substantial,Airplane,PIPER,PA18,1.0,Reciprocating,Personal,0,1.0,0.0,0.0,VMC,0
Accident,2016-10-14,Non-Fatal,Substantial,Airplane,CESSNA,152,1.0,Reciprocating,Instructional,0,0.0,0.0,2.0,VMC,0
Accident,2016-10-14,Total.Fatal.Injuries,Destroyed,Airplane,Cessna,500,,Nill,Nill,1,0.0,0.0,0.0,Nill,1
Accident,2016-10-15,Non-Fatal,Substantial,Airplane,HATCHER RODERICK R,CH701,1.0,Reciprocating,Personal,0,0.0,1.0,1.0,VMC,0
Accident,2016-10-15,Non-Fatal,Substantial,Airplane,PIPER,PA 18-150,1.0,Reciprocating,Personal,0,1.0,0.0,0.0,VMC,0
Accident,2016-10-15,Total.Fatal.Injuries,Destroyed,Airplane,CESSNA,182D,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Accident,2016-10-15,Non-Fatal,Nill,Airplane,SOCATA,TBM700,,Nill,Nill,0,0.0,1.0,1.0,Nill,0
Accident,2016-10-15,Non-Fatal,Substantial,Airplane,BELLANCA,17 30,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2016-10-15,Non-Fatal,Substantial,Airplane,LUSCOMBE,8,1.0,Reciprocating,Personal,0,1.0,0.0,0.0,VMC,0
Accident,2016-10-15,Non-Fatal,Substantial,Airplane,PIPER,PA 34,2.0,Reciprocating,Personal,0,0.0,0.0,5.0,VMC,0
Accident,2016-10-16,Non-Fatal,Substantial,Airplane,CESSNA,150,1.0,Reciprocating,Personal,0,0.0,2.0,0.0,VMC,0
Accident,2016-10-16,Total.Fatal.Injuries,Destroyed,Airplane,MAKELA,RV-4,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Accident,2016-10-16,Non-Fatal,Substantial,Airplane,CESSNA,182,1.0,Reciprocating,Personal,0,2.0,0.0,2.0,VMC,0
Accident,2016-10-16,Total.Fatal.Injuries,Destroyed,Airplane,PIPER,PA28,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,IMC,1
Accident,2016-10-16,Non-Fatal,Substantial,Airplane,BELLANCA,17-31A,1.0,Reciprocating,Instructional,0,0.0,2.0,0.0,VMC,0
Accident,2016-10-16,Total.Fatal.Injuries,Destroyed,Airplane,CESSNA,172,,Nill,Nill,1,0.0,0.0,0.0,Nill,1
Incident,2016-10-16,Non-Fatal,Nill,Airplane,PIPER,PA23,,Nill,Nill,0,0.0,0.0,2.0,Nill,0
